user,movie,rating
/celdinner/,/film/phantom-thread/,"7,"
/celdinner/,/film/star-wars-the-last-jedi/,"8,"
/celdinner/,/film/murder-on-the-orient-express-2017/,"7,"
/celdinner/,/film/happy-death-day/,"6,"
/celdinner/,/film/blade-runner-2049/,"10,"
/celdinner/,/film/thor-ragnarok/,"8,"
/celdinner/,/film/kingsman-the-golden-circle/,"6,"
/celdinner/,/film/i-tonya/,
/celdinner/,/film/mother-2017/,"7,"
/celdinner/,/film/lady-bird/,
/celdinner/,/film/the-shape-of-water/,
/celdinner/,/film/dunkirk-2017/,"8,"
/celdinner/,/film/good-time/,"8,"
/celdinner/,/film/the-killing-of-a-sacred-deer/,"9,"
/celdinner/,/film/okja/,"8,"
/celdinner/,/film/bad-genius/,"7,"
/celdinner/,/film/the-disaster-artist/,"8,"
/celdinner/,/film/baby-driver/,
/celdinner/,/film/big-little-lies/,"8,"
/celdinner/,/film/the-lego-batman-movie/,"10,"
/celdinner/,/film/get-out-2017/,
/celdinner/,/film/call-me-by-your-name/,"8,"
/celdinner/,/film/ingrid-goes-west/,"6,"
/celdinner/,/film/the-accountant-2016/,"6,"
/celdinner/,/film/lady-macbeth/,"4,"
/celdinner/,/film/jackie-2016/,
/celdinner/,/film/nocturnal-animals/,"7,"
/celdinner/,/film/moonlight-2016/,"8,"
/celdinner/,/film/arrival-2016/,
/celdinner/,/film/la-la-land/,"8,"
/celdinner/,/film/bo-burnham-make-happy/,"8,"
/celdinner/,/film/the-neon-demon/,"6,"
/celdinner/,/film/the-nice-guys/,"9,"
/celdinner/,/film/dont-breathe-2016/,"6,"
/celdinner/,/film/deadpool/,
/celdinner/,/film/star-wars-the-force-awakens/,
/celdinner/,/film/the-hateful-eight/,"8,"
/celdinner/,/film/the-big-short/,
/celdinner/,/film/magic-mike-xxl/,"9,"
/celdinner/,/film/minions/,"9,"
/celdinner/,/film/cemetery-of-splendor/,"8,"
/celdinner/,/film/carol-2015/,"10,"
/celdinner/,/film/the-lobster/,"7,"
/celdinner/,/film/mad-max-fury-road/,
/celdinner/,/film/the-invitation-2015/,"8,"
/celdinner/,/film/chappie/,"5,"
/celdinner/,/film/cinderella-2015/,"8,"
/celdinner/,/film/ex-machina-2015/,"8,"
/celdinner/,/film/paddington/,"8,"
/celdinner/,/film/horrible-bosses-2/,"7,"
/celdinner/,/film/over-the-garden-wall-2014/,"10,"
/celdinner/,/film/interstellar/,
/celdinner/,/film/inherent-vice/,"8,"
/celdinner/,/film/gone-girl/,
/celdinner/,/film/john-wick/,"8,"
/celdinner/,/film/the-maze-runner/,"6,"
/celdinner/,/film/guardians-of-the-galaxy/,
/celdinner/,/film/when-marnie-was-there/,"7,"
/celdinner/,/film/it-follows/,"7,"
/celdinner/,/film/the-amazing-spider-man-2/,"6,"
/celdinner/,/film/creep-2014/,
/celdinner/,/film/the-grand-budapest-hotel/,"10,"
/celdinner/,/film/the-babadook/,"6,"
/celdinner/,/film/whiplash-2014/,
/celdinner/,/film/the-wolf-of-wall-street/,"8,"
/celdinner/,/film/her/,"8,"
/celdinner/,/film/enemy/,"6,"
/celdinner/,/film/only-god-forgives/,
/celdinner/,/film/inside-llewyn-davis/,"9,"
/celdinner/,/film/django-unchained/,"10,"
/celdinner/,/film/pitch-perfect/,"8,"
/celdinner/,/film/the-master-2012/,"9,"
/celdinner/,/film/frances-ha/,"9,"
/celdinner/,/film/ruby-sparks/,"8,"
/celdinner/,/film/the-dark-knight-rises/,"8,"
/celdinner/,/film/searching-for-sugar-man/,"8,"
/celdinner/,/film/the-amazing-spider-man/,"8,"
/celdinner/,/film/the-hunger-games/,"8,"
/celdinner/,/film/the-cabin-in-the-woods/,"6,"
/celdinner/,/film/puss-in-boots/,"7,"
/celdinner/,/film/crazy-stupid-love/,"8,"
/celdinner/,/film/horrible-bosses/,"6,"
/celdinner/,/film/drive-2011/,
/celdinner/,/film/diary-of-a-wimpy-kid-rodrick-rules/,"8,"
/celdinner/,/film/the-social-network/,"10,"
/celdinner/,/film/insidious/,"6,"
/celdinner/,/film/black-swan/,"6,"
/celdinner/,/film/dinner-for-schmucks/,"4,"
/celdinner/,/film/uncle-boonmee-who-can-recall-his-past-lives/,"9,"
/celdinner/,/film/diary-of-a-wimpy-kid/,"10,"
/celdinner/,/film/leap-year/,"7,"
/celdinner/,/film/the-princess-and-the-frog/,"10,"
/celdinner/,/film/fantastic-mr-fox/,"10,"
/celdinner/,/film/jennifers-body/,"8,"
/celdinner/,/film/inglourious-basterds/,"10,"
/celdinner/,/film/i-love-you-man/,"8,"
/celdinner/,/film/500-days-of-summer/,"5,"
/celdinner/,/film/the-house-bunny/,"6,"
